#date_dd/MM/yyyy,time,latitude,longitude,depth,heading,pitch,roll
10/02/2024,19:33:40,0.000228852,0.000260024,-0.137953028,0.000001198,-0.000002396,0.000000000
10/02/2024,19:33:40,0.000228770,0.000259731,-0.137953073,0.000001180,-0.000002361,0.000000000
10/02/2024,19:33:40,0.000228576,0.000258799,-0.137953147,0.000001144,-0.000002287,0.000000000
10/02/2024,19:33:40,0.000228481,0.000258143,-0.137953147,0.000001106,-0.000002212,0.000000000
10/02/2024,19:33:41,0.000228377,0.000257122,-0.137953147,0.000001081,-0.000002161,0.000000000
10/02/2024,19:33:41,0.000228326,0.000256422,-0.137953117,0.000001042,-0.000002085,0.000000000
10/02/2024,19:33:41,0.000228262,0.000255173,-0.137953103,0.000001010,-0.000002021,0.000000000
10/02/2024,19:33:41,0.000228231,0.000254266,-0.137953103,0.000000991,-0.000001982,0.000000000
10/02/2024,19:33:41,0.000228204,0.000253167,-0.137953103,0.000000953,-0.000001905,0.000000000
10/02/2024,19:33:41,0.000228200,0.000252983,-0.137953103,0.000000933,-0.000001867,0.000000000
10/02/2024,19:33:41,0.000228176,0.000251318,-0.137953103,0.000000875,-0.000001751,0.000000000
10/02/2024,19:33:41,0.000228173,0.000250946,-0.137953103,0.000000863,-0.000001725,0.000000000
10/02/2024,19:33:41,0.000228163,0.000249643,-0.137953103,0.000000818,-0.000001635,0.000000000
10/02/2024,19:33:41,0.000228158,0.000248709,-0.137953103,0.000000785,-0.000001571,0.000000000
10/02/2024,19:33:42,0.000228154,0.000247775,-0.137953103,0.000000753,-0.000001506,0.000000000
10/02/2024,19:33:42,0.000228151,0.000246652,-0.137953103,0.000000715,-0.000001429,0.000000000
10/02/2024,19:33:42,0.000228151,0.000246465,-0.137953103,0.000000708,-0.000001416,0.000000000
10/02/2024,19:33:42,0.000228149,0.000245341,-0.137953103,0.000000669,-0.000001339,0.000000000
10/02/2024,19:33:42,0.000228148,0.000244591,-0.137953103,0.000000644,-0.000001287,0.000000000
10/02/2024,19:33:42,0.000228146,0.000243279,-0.137953103,0.000000599,-0.000001197,0.000000000
10/02/2024,19:33:42,0.000228146,0.000242341,-0.137953103,0.000000566,-0.000001133,0.000000000
10/02/2024,19:33:42,0.000228145,0.000241591,-0.137953103,0.000000541,-0.000001081,0.000000000
10/02/2024,19:33:42,0.000228145,0.000240466,-0.137953103,0.000000502,-0.000001004,0.000000000
10/02/2024,19:33:42,0.000228145,0.000239903,-0.137953103,0.000000483,-0.000000966,0.000000000
10/02/2024,19:33:43,0.000228145,0.000238777,-0.137953103,0.000000431,-0.000000863,0.000000000
10/02/2024,19:33:43,0.000228144,0.000237651,-0.137953132,0.000000406,-0.000000811,0.000000000
10/02/2024,19:33:43,0.000228144,0.000236901,-0.137953132,0.000000380,-0.000000760,0.000000000
10/02/2024,19:33:43,0.000228144,0.000235775,-0.137953132,0.000000341,-0.000000682,0.000000000
10/02/2024,19:33:43,0.000228144,0.000234462,-0.137953132,0.000000303,-0.000000605,0.000000000
10/02/2024,19:33:43,0.000228144,0.000233899,-0.137953132,0.000000277,-0.000000554,0.000000000
10/02/2024,19:33:43,0.000228144,0.000233148,-0.137953132,0.000000251,-0.000000502,0.000000000
10/02/2024,19:33:43,0.000228144,0.000232022,-0.137953132,0.000000212,-0.000000425,0.000000000
10/02/2024,19:33:43,0.000228144,0.000231272,-0.137953132,0.000000187,-0.000000373,0.000000000
10/02/2024,19:33:43,0.000228144,0.000230146,-0.137953132,0.000000148,-0.000000296,0.000000000
10/02/2024,19:33:44,0.000228144,0.000229020,-0.137953132,0.000000109,-0.000000219,0.000000000
10/02/2024,19:33:44,0.000228144,0.000228269,-0.137953132,0.000000084,-0.000000167,0.000000000
10/02/2024,19:33:44,0.000228144,0.000227143,-0.137953132,0.000000045,-0.000000090,0.000000000
10/02/2024,19:33:44,0.000228144,0.000226580,-0.137953132,0.000000026,-0.000000051,0.000000000
10/02/2024,19:33:44,0.000228144,0.000225079,-0.137953132,-0.000000026,0.000000051,0.000000000
10/02/2024,19:33:44,0.000228144,0.000224141,-0.137953132,-0.000000058,0.000000116,0.000000000
10/02/2024,19:33:44,0.000228144,0.000223766,-0.137953132,-0.000000071,0.000000142,0.000000000
10/02/2024,19:33:44,0.000228144,0.000222264,-0.137953132,-0.000000109,0.000000219,0.000000000
10/02/2024,19:33:44,0.000228144,0.000221326,-0.137953147,-0.000000154,0.000000309,0.000000000
10/02/2024,19:33:44,0.000228144,0.000220951,-0.137953162,-0.000000167,0.000000335,0.000000000
10/02/2024,19:33:45,0.000228144,0.000219825,-0.137953162,-0.000000206,0.000000412,0.000000000
10/02/2024,19:33:45,0.000228144,0.000218699,-0.137953162,-0.000000245,0.000000489,0.000000000
10/02/2024,19:33:45,0.000228144,0.000217573,-0.137953162,-0.000000270,0.000000541,0.000000000
10/02/2024,19:33:45,0.000228144,0.000216822,-0.137953162,-0.000000296,0.000000592,0.000000000
10/02/2024,19:33:45,0.000228144,0.000215884,-0.137953162,-0.000000341,0.000000682,0.000000000
10/02/2024,19:33:45,0.000228144,0.000215134,-0.137953162,-0.000000367,0.000000734,0.000000000
10/02/2024,19:33:45,0.000228144,0.000214383,-0.137953162,-0.000000393,0.000000785,0.000000000
10/02/2024,19:33:45,0.000228144,0.000213069,-0.137953162,-0.000000438,0.000000875,0.000000000
10/02/2024,19:33:45,0.000228144,0.000212131,-0.137953162,-0.000000470,0.000000940,0.000000000
10/02/2024,19:33:45,0.000228144,0.000211381,-0.137953162,-0.000000496,0.000000991,0.000000000
10/02/2024,19:33:46,0.000228144,0.000210630,-0.137953162,-0.000000521,0.000001043,0.000000000
10/02/2024,19:33:46,0.000228144,0.000209504,-0.137953162,-0.000000560,0.000001120,0.000000000
